Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
dcMetadata,,T001,T001,"When a table is marked as mandatory, checks at least one record is added",Mandatory table has no records. [T001],,TABLE,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,title,V019,V019,Checks if the field is missing or empty,The value must not be missing or empty. [V019],,FIELD,BLOCKER,TRUE,TRUE,TRUE
Document,documentCode,V102,V102,Checks if the field is missing or empty,The value must not be missing or empty. [V102],,FIELD,BLOCKER,TRUE,TRUE,TRUE
Document,,TU101,TU101,Checks if documentCode must be unique within table,The field documentCode must be unqiue within table. [TU101],,TABLE,BLOCKER,TRUE,TRUE,TRUE
Document,documentName,V104,V104,Checks if the field is missing or empty,The value must not be missing or empty. [V104],,FIELD,BLOCKER,TRUE,TRUE,TRUE
Document,hyperlink,V105,V105,Checks if the field is a valid URL,The value does not follow the expected syntax for a valid URL. [V105],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,creatorOrganisationName,V005,V005,Checks if the field is missing or empty,The value must not be missing or empty. [V005],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,licenseDocument,V013,V013,The value is not a valid member of the referenced list,The value is not a valid member of the referenced list. [V013],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,metadataDocument,V015,V015,The value is not a valid member of the referenced list,The value is not a valid member of the referenced list. [V015],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,creatorElectronicMailAddress,V002,V002,Checks if the field is missing or empty,The value must not be missing or empty. [V002],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,creatorElectronicMailAddress,V003,V003,Checks if the field is a valid EMAIL,The value does not follow the expected syntax for a valid email. [V003],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,creatorOrganisationName,V004,V004,The length of the value must be <= 4000,The length of the value must be <= 4000. [V004],( LEN( creatorOrganisationName ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,description,V006,V006,The length of the value must be <= 4000,The length of the value must be <= 4000. [V006],( LEN( description ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,language,V009,V009,"""language"" contains duplicate values","""language"" contains duplicate values. [V009]","WITH
IndividualLanguage as (
    select  record_id,
            TRIM(FLATTEN(REGEXP_SPLIT(""language"", chr(59), 'ALL', 999))) as oneLanguage
    from    dataset_37014.dcMetadata
),

Duplicates as (
    select  IL.record_id,
            IL.oneLanguage,
            count(*) as quantity
    from    IndividualLanguage IL
    group by IL.record_id, IL.oneLanguage
    having  count(*) > 1
)

select  M.record_id,
        M.""language""
from    dataset_37014.dcMetadata M
where   M.record_id in (
            select  D.record_id
            from    Duplicates D
            )
",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,licenseDocument,V014,V014,"""licenseDocument"" contains duplicate values","""licenseDocument"" contains duplicate values. [V014]","WITH
IndividualDocument as (
    select  record_id,
            TRIM(FLATTEN(REGEXP_SPLIT(licenseDocument, chr(59), 'ALL', 999))) as oneDocument
    from    dataset_37014.dcMetadata
),

Duplicates as (
    select  ID.record_id,
            ID.oneDocument,
            count(*) as quantity
    from    IndividualDocument ID
    group by ID.record_id, ID.oneDocument
    having  count(*) > 1
)

select  M.record_id,
        M.licenseDocument
from    dataset_37014.dcMetadata M
where   M.record_id in (
            select  D.record_id
            from    Duplicates D
            )
",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,metadataDocument,V016,V016,"""metadataDocument"" contains duplicate values","""metadataDocument"" contains duplicate values. [V016]","WITH
IndividualDocument as (
    select  record_id,
            TRIM(FLATTEN(REGEXP_SPLIT(metadataDocument, chr(59), 'ALL', 999))) as oneDocument
    from    dataset_37014.dcMetadata
),

Duplicates as (
    select  ID.record_id,
            ID.oneDocument,
            count(*) as quantity
    from    IndividualDocument ID
    group by ID.record_id, ID.oneDocument
    having  count(*) > 1
)

select  M.record_id,
        M.metadataDocument
from    dataset_37014.dcMetadata M
where   M.record_id in (
            select  D.record_id
            from    Duplicates D
            )
",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,rights,V017,V017,The length of the value must be <= 4000,The length of the value must be <= 4000. [V017],( LEN( rights ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,rightsHolder,V018,V018,The length of the value must be <= 4000,The length of the value must be <= 4000. [V018],( LEN( rightsHolder ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,title,V020,V020,The length of the value must be <= 4000,The length of the value must be <= 4000. [V020],( LEN( title ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
Document,documentName,V103,V103,The length of the value must be <= 50,The length of the value must be <= 50. [V103],( LEN( documentName ) <= 250 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
Document,hyperlink,R101,R101,"Either hyperlink or documentFile must be reported, but not both","Either hyperlink or documentFile must be reported, but not both. [R101]","SELECT  record_id
FROM    dataset_37014.Document D
WHERE   (
            (coalesce(D.hyperlink, '') <> '' AND coalesce(D.documentFile, '') <> '')
            OR
            (coalesce(D.hyperlink, '') = '' AND coalesce(D.documentFile, '') = '')
        )
",RECORD,BLOCKER,FALSE,TRUE,TRUE
Document,documentFile,R101,R101,"Either hyperlink or documentFile must be reported, but not both","Either hyperlink or documentFile must be reported, but not both. [R101]","SELECT  record_id
FROM    dataset_37014.Document D
WHERE   (
            (coalesce(D.hyperlink, '') <> '' AND coalesce(D.documentFile, '') <> '')
            OR
            (coalesce(D.hyperlink, '') = '' AND coalesce(D.documentFile, '') = '')
        )
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,license,R001,R001,licenseDocument must be reported if license is 'exactMatch_CC_BY_4_0' or 'narrowMatch_CC_BY_4_0'. ,licenseDocument must be reported if license is 'exactMatch_CC_BY_4_0' or 'narrowMatch_CC_BY_4_0'. [R001],"select  M.record_id,
        M.license
from    dataset_37014.dcMetadata M
where   coalesce(M.licenseDocument, '') = ''
        and (
            license = 'exactMatch_CC_BY_4_0'
            or
            license = 'narrowMatch_CC_BY_4_0'
        )
",RECORD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,licenseDocument,R001,R001,licenseDocument must be reported if license is 'exactMatch_CC_BY_4_0' or 'narrowMatch_CC_BY_4_0'. ,licenseDocument must be reported if license is 'exactMatch_CC_BY_4_0' or 'narrowMatch_CC_BY_4_0'. [R001],"select  M.record_id,
        M.license
from    dataset_37014.dcMetadata M
where   coalesce(M.licenseDocument, '') = ''
        and (
            license = 'exactMatch_CC_BY_4_0'
            or
            license = 'narrowMatch_CC_BY_4_0'
        )
",RECORD,BLOCKER,FALSE,TRUE,TRUE
Document,documentCode,V101,V101,The value of documentCode must follow the syntax of WISE identifiers,The value of documentCode must follow the syntax of WISE identifiers [V101],"WITH Dataset AS (
    select  record_id,
            documentcode,
            (
            select  concat(
                    '^',
                    '{%R3_COUNTRY_CODE%}',
                    '[0-9A-Z]{1}(([0-9A-Z]|\-(?![\-_])|_(?![\-_])){0,38}[0-9A-Z]{1}){0,1}$'
                )
            ) as regexp
    from   dataset_37014.""document""
    where   coalesce(documentcode, '') <> ''
)
select  record_id,
        documentcode
from    Dataset
where   NOT REGEXP_COL_LIKE(documentcode, regexp) 
",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,creatorElectronicMailAddress,V021,V021,The length of the value must be <= 4000,The length of the value must be <= 4000 [V021],( LEN( creatorElectronicMailAddress ) <= 4000 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
Document,hyperlink,V106,V106,The length of the value must be <= 2048,The length of the value must be <= 2048 [V106],( LEN( hyperlink ) <= 2048 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,,RF9999,RF9999,There are reference tables that have to be updated,"The following reference tables have to be updated: {%REFERENCE_TABLES%} . [RF9999] Please, contact helpdesk. [RF9999]","WITH 
-- ============================================================================
-- 1. CHECK THE 'MonitoringSiteWFD' DATASET
-- ============================================================================
Expected_MSWFD AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'MonitoringSiteWFD'
),
Observed_MSWFD AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""monitoringsitewfd""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_MSWFD AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'MonitoringSiteWFD is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'MonitoringSiteWFD contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_MSWFD E 
            FULL OUTER JOIN Observed_MSWFD O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),

-- ============================================================================
-- 2. CHECK THE 'MSWISE5' DATASET
-- ============================================================================
Expected_MSWISE5 AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'MonitoringSiteWISE5'
),
Observed_MSWISE5 AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""monitoringsitewise5""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_MSWISE5 AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'MonitoringSiteWISE5 is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'MonitoringSiteWISE5 contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_MSWISE5 E 
            FULL OUTER JOIN Observed_MSWISE5 O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),


-- ============================================================================
-- 3. CHECK THE 'relatedzonewfd' DATASET
-- ============================================================================
Expected_RZWFD AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'relatedzonewfd'
),
Observed_RZWFD AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""relatedzonewfd""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_RZWWFD AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'RelatedzoneWFD is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'RelatedzoneWFD contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_RZWFD E 
            FULL OUTER JOIN Observed_RZWFD O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),


-- ============================================================================
-- 4. CHECK THE 'relatedzonewise5' DATASET
-- ============================================================================
Expected_RZWISE5 AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'relatedzonewise5'
),
Observed_RZWISE5 AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""relatedzonewise5""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_RZWISE5 AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'RelatedzoneWISE5 is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'RelatedzoneWISE5 contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_RZWISE5 E 
            FULL OUTER JOIN Observed_RZWISE5 O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),

-- ============================================================================
-- 5. CHECK THE 'RiverBasinDistrictWFD' DATASET
-- ============================================================================
Expected_RBDWFD AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'RiverBasinDistrictWFD'
),
Observed_RBDWFD AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""riverbasindistrictwfd""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_RBDWFD AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'RiverBasinDistrictWFD is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'RiverBasinDistrictWFD contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_RBDWFD E 
            FULL OUTER JOIN Observed_RBDWFD O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
),

-- ============================================================================
-- 6. CHECK THE 'RiverBasinDistrictWISE5' DATASET
-- ============================================================================
Expected_RBDWISE5 AS (
    SELECT  snapshotId AS expectedSnapshotId 
    FROM    dataset_37016.""referencemetadata""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
            AND referenceTable = 'RiverBasinDistrictWISE5'
),
Observed_RBDWISE5 AS (
    SELECT  DISTINCT snapshotId 
    FROM    dataset_37016.""RiverBasinDistrictWISE5""
    WHERE   countryCode = '{%R3_COUNTRY_CODE%}'
),
Mismatch_RBDWISE5 AS (
    SELECT  CASE 
                WHEN O.snapshotId IS NULL THEN 'RiverBasinDistrictWISE5 is missing expected data: ' || E.expectedSnapshotId
                WHEN E.expectedSnapshotId IS NULL THEN 'RiverBasinDistrictWISE5 contains unexpected data: ' || O.snapshotId
            END AS validation_error
    FROM    Expected_RBDWISE5 E 
            FULL OUTER JOIN Observed_RBDWISE5 O 
                ON E.expectedSnapshotId = O.snapshotId 
    WHERE   O.snapshotId IS NULL OR E.expectedSnapshotId IS NULL
)

,
-- ============================================================================
-- COMBINE ALL RESULTS FOR REPORTNET 3 BLOCKER
-- ============================================================================

Mismatch AS (
    SELECT  LISTAGG(X.validation_error, ' / ') REFERENCE_TABLES
    FROM    (
            SELECT  validation_error FROM Mismatch_MSWFD
            UNION ALL
            SELECT  validation_error FROM Mismatch_MSWISE5
			UNION ALL
			SELECT  validation_error FROM Mismatch_RZWWFD
            UNION ALL
            SELECT  validation_error FROM Mismatch_RZWISE5
			UNION ALL
			SELECT  validation_error FROM Mismatch_RBDWFD
            UNION ALL
            SELECT  validation_error FROM Mismatch_RBDWISE5
			
            ) X
    HAVING  count(*) > 0
)

SELECT  case 
            when length(REFERENCE_TABLES) > 3997
                then CONCAT (
                        left(left(REFERENCE_TABLES, 3997), 3997 - position('/' IN reverse(left(REFERENCE_TABLES, 3997))) + 1)
                        ,'...'
                        )
            else REFERENCE_TABLES
        end AS REFERENCE_TABLES,
        (select min(record_id) from dataset_37014.""dcmetadata"") as record_id
FROM    Mismatch",TABLE,BLOCKER,FALSE,TRUE,TRUE
DocumentReference,referenceCode,V300,V300,Checks if the field is missing or empty,The value must not be missing or empty [V300],,FIELD,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,,TU300,TU300,Checks if referenceCode must be unique within table,Uniqueness and multiplicity constraints - The field referenceCode must be unique within table [TU300],,TABLE,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,documentCode,V301,V301,Checks if the field is missing or empty,The value must not be missing or empty [V301],,FIELD,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,bookmark,V303,V303,Checks if the field is missing or empty,The value must not be missing or empty [V303],,FIELD,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,subject,V304,V304,Checks if the field is missing or empty,The value must not be missing or empty [V304],,FIELD,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,referenceCode,V305,V305,The value of referenceCode must follow the syntax of WISE identifiers,The value of referenceCode must follow the syntax of WISE identifiers [V305],"WITH Dataset AS (
    select  record_id,
            referencecode,
            (
            select  concat(
                    '^',
                    '{%R3_COUNTRY_CODE%}',
                    '[0-9A-Z]{1}(([0-9A-Z]|\-(?![\-_])|_(?![\-_])){0,38}[0-9A-Z]{1}){0,1}$'
                )
            ) as regexp
    from   dataset_37014.""documentreference""
    where   coalesce(documentcode, '') <> ''
)
select  record_id,
        referencecode
from    Dataset
where   NOT REGEXP_COL_LIKE(referencecode, regexp) 
",FIELD,BLOCKER,FALSE,TRUE,TRUE
DocumentReference,documentCode,V302,V302,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V302],,FIELD,BLOCKER,TRUE,TRUE,TRUE
DocumentReference,bookmark,V306,V306,The length of the value must be <= 50,The length of the value must be <= 50 [V306],( LEN( bookmark ) <= 50 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
DocumentReference,subject,V307,V307,The length of the value must be <= 250,The length of the value must be <= 250 [V307],( LEN( subject ) <= 250 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesSpatialData,V022,V022,Checks if the field is missing or empty,The value must not be missing or empty [V022],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,includesMonitoringData,V024,V024,Checks if the field is missing or empty,The value must not be missing or empty [V024],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,euRBDCode,V030,V030,Checks if the field is missing or empty,The value must not be missing or empty [V030],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,created,V001,V001,Checks if the field is a valid DATE,The value is not a valid date (YYYY-MM-DD) [V001],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,language,V029,V029,Checks if the field is missing or empty,The value must not be missing or empty [V029],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,language,V008,V008,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V008],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,includesSpatialData,V023,V023,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V023],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,includesMonitoringData,V025,V025,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V025],,FIELD,BLOCKER,TRUE,TRUE,TRUE
dcMetadata,includesSpatialData,V026,V026,The value must be 'yes' or 'no',The value must be 'yes' or 'no' [V026],"SELECT record_id, includesspatialdata
FROM dataset_37014.""dcmetadata""
WHERE dataset_37014.""dcmetadata"".""includesspatialdata"" NOT IN ('yes', 'no')",FIELD,BLOCKER,FALSE,TRUE,TRUE
dcMetadata,includesMonitoringData,V027,V027,The value must be 'yes' or 'no',The value must be 'yes' or 'no' [V027],"SELECT record_id, includesmonitoringdata
FROM dataset_37014.""dcmetadata"" 
WHERE dataset_37014.""dcmetadata"".""includesmonitoringdata"" NOT IN ('yes', 'no')",FIELD,BLOCKER,FALSE,TRUE,TRUE
