Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
MonitoringSite,wiseEvolutionType,R222,R222,At least one predecessor of an object with wiseEvolutionType value equal to 'splitting' or 'changeBothAggregationAndSplitting' must be reported as predecessor of another spatial object. ,At least one predecessor of an object with wiseEvolutionType value equal to 'splitting' or 'changeBothAggregationAndSplitting' must be reported as predecessor of another spatial object. [R222],"--At least one predecessor of an object with wiseEvolutionType value equal to 'splitting' or 'changeBothAggregationAndSplitting' must be reported as predecessor of another spatial object. 
WITH predecessors -- GET THE PREDECCESSOR 
AS (
	SELECT TRIM(FLATTEN(REGEXP_SPLIT(MS.supersedesidentifier, ',', 'ALL', 999))) AS predecessor
		,MS.thematicididentifier
		,MS.thematicididentifierscheme
		,MS.supersedesidentifierscheme
		,MS.record_id
		,MS.wiseEvolutionType
	FROM dataset_37015.""monitoringsite"" MS
	WHERE COALESCE(MS.""supersedesidentifier"", '') <> ''
		AND MS.wiseEvolutionType IN (
			'splitting'
			,'changeBothAggregationAndSplitting'
			)
	)---- Get the ids that have a predecessor that is predecessor of only one element
SELECT DISTINCT record_id, thematicididentifier
FROM predecessors 
WHERE thematicididentifier NOT IN -- -- we get the thematic ids that have a predecessor that is predecessor of more than one element and remove them
 (
		SELECT thematicididentifier
		FROM predecessors 
		WHERE predecessor IN (
		--  --Get the predecessors that are only predecessors of more than one element
				SELECT predecessor
				FROM predecessors preds
				GROUP BY predecessor
				HAVING count(*) > 1
				)
		)

",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,supersedesIdentifier,R211,R211,supersedesIdentifier must be reported if supersedesIdentifierScheme is reported. ,supersedesIdentifier must be reported if supersedesIdentifierScheme is reported. [R211],"select  record_id,
        supersedesIdentifier,
        supersedesIdentifierScheme
from    dataset_37015.MonitoringSite
where   coalesce(supersedesIdentifier, '') = ''
        and coalesce(supersedesIdentifierScheme, '') <> ''
",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,supersedesIdentifierScheme,R211,R211,supersedesIdentifier must be reported if supersedesIdentifierScheme is reported. ,supersedesIdentifier must be reported if supersedesIdentifierScheme is reported. [R211],"select  record_id,
        supersedesIdentifier,
        supersedesIdentifierScheme
from    dataset_37015.MonitoringSite
where   coalesce(supersedesIdentifier, '') = ''
        and coalesce(supersedesIdentifierScheme, '') <> ''
",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,wiseEvolutionType,R225,R225,The monitoring site must have zero predecessors if the wiseEvolutionType value is 'creation',The monitoring site must have zero predecessors if the wiseEvolutionType value is 'creation' [R225],"SELECT MS.wiseevolutiontype
	,MS.supersedesidentifier
	,record_id
FROM dataset_37015.""monitoringsite"" MS
WHERE MS.""wiseevolutiontype"" = 'creation'
	AND coalesce(MS.""supersedesidentifier"", '') <> ''
",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,wiseEvolutionType,R226,R226,The monitoring site must have one and only one predecessor if the wiseEvolutionType value is 'changeCode' or 'splitting',The monitoring site must have one and only one predecessor if the wiseEvolutionType value is 'changeCode'  or 'splitting' [R226] ,"SELECT MS.""supersedesidentifier""
	,MS.""wiseevolutiontype""
	,record_id
FROM dataset_37015.""monitoringsite"" MS
WHERE MS.""wiseevolutiontype"" in ('changeCode', 'splitting')
	AND (MS.""supersedesidentifier"" LIKE '%,%'
OR COALESCE(MS.""supersedesidentifier"", '') = '')",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,wiseEvolutionType,R227,R227,The monitoring site must have two or more predecessors if the wiseEvolutionType value is 'aggregation' ,The monitoring site must have two or more predecessors if the wiseEvolutionType value is 'aggregation' [R227],"SELECT record_id
	,MS.wiseevolutiontype
	,MS.supersedesidentifier
FROM dataset_37015.""monitoringsite"" MS
WHERE MS.""wiseevolutiontype"" LIKE 'aggregation'
	AND MS.""supersedesidentifier"" NOT LIKE '%,%'
",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,wiseEvolution,R228,R228,"If an identifier is the predecessor of two or more objects, then those objects must have wiseEvolution equal to 'splitting' or 'changeBothAggregationAndSplitting' ","If an identifier is the predecessor of two or more objects, then those objects must have wiseEvolution equal to 'splitting' or 'changeBothAggregationAndSplitting' [R228]","WITH split  -- OBJECTOR WITH PREDECESSOR
AS (
	
select	TRIM(FLATTEN(REGEXP_SPLIT(ms.supersedesidentifier, ',', 'ALL', 999))) AS predecessor
		,ms.thematicididentifier
		,MS.wiseEvolutionType 
		,MS.supersedesidentifierscheme
		,MS.record_id
	FROM dataset_37015.""monitoringsite"" MS
	WHERE COALESCE(MS.""supersedesidentifier"", '') <> ''
		
	)
	
	
-- Select unique records that belong to predecessors
-- linked to multiple thematic IDs
SELECT DISTINCT
    split.record_id,              -- Unique record identifier
    split.thematicididentifier,   
    split.predecessor             -- Predecessor identifier
FROM split

-- Join with a derived table that identifies predecessors
-- associated with 2 or more distinct thematic IDs
JOIN (
    SELECT
        predecessor,
        COUNT(DISTINCT thematicididentifier) AS cnt
    FROM split
    GROUP BY predecessor
    HAVING COUNT(DISTINCT thematicididentifier) >= 2
) AS preds
    ON split.predecessor = preds.predecessor

-- Exclude cases where the evolution type
-- already represents an expected split
WHERE wiseEvolutionType NOT IN (
    'splitting',
    'changeBothAggregationAndSplitting'
)",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,,T201,T201,"If the object has successor(s), then the deleted object should not be reported. Only the successor object(s) must be reported, with their appropriate predecessor(s) and wiseEvolutionType value. ","If the object has successor(s), then the deleted object should not be reported. Only the successor object(s) must be reported, with their appropriate predecessor(s) and wiseEvolutionType value. [T201] Values: {%identifiers%} . Number of invalid values: {%numberofrecords%}","SELECT  
    X.record_id,
    CASE
        WHEN LENGTH(X.ids) > 4000 THEN 
            CONCAT(
                LEFT(
                    X.ids,
                    CASE 
                        WHEN POSITION(',' IN REVERSE(LEFT(X.ids, 3997))) > 0 THEN
                            3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
                        ELSE 3997
                    END
                ),
                '...'
            )
        ELSE X.ids
    END AS identifiers,
    X.numberofrecords
from    (
      SELECT  listagg(supersededbyidentifier, ', ') as ids,
        (select record_id from dataset_37015.""monitoringsite""  limit 1) as record_id, count(*) as numberofrecords
FROM   dataset_37015.""monitoringsite"" M 
WHERE COALESCE(M.""supersededbyidentifier"", '') <> '' OR
COALESCE(M.""supersededbyidentifierscheme"", '') <> ''
HAVING COUNT(*) > 0
        ) X",TABLE,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,,T202,T202,"If the object is the predecessor of another object, then the deleted object should not be reported. Only the successor object(s) must be reported, with their appropriate predecessor(s) and wiseEvolutionType value. ","If the object is the predecessor of another object, then the deleted object should not be reported. Only the successor object(s) must be reported, with their appropriate predecessor(s) and wiseEvolutionType value. [T202] Values: {%identifiers%} . Number of invalid values: {%numberofrecords%}","WITH split
AS (
	SELECT  TRIM(FLATTEN(REGEXP_SPLIT(MS.supersedesidentifier, ',', 'ALL', 999))) AS predecessor
		,ms.thematicididentifier
		,MS.supersedesidentifierscheme
		,MS.record_id
	FROM dataset_37015.""monitoringsite"" MS
	WHERE COALESCE(MS.""supersedesIdentifier"", '') <> ''
		
	)
	
	
	SELECT
    X.record_id,
    CASE
        WHEN LENGTH(X.ids) > 4000 THEN 
            CONCAT(
                LEFT(
                    X.ids,
                    CASE 
                        WHEN POSITION(',' IN REVERSE(LEFT(X.ids, 3997))) > 0 THEN
                            3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
                        ELSE 3997
                    END
                ),
                '...'
            )
        ELSE X.ids
    END AS identifiers,
    X.numberofrecords
FROM (
	
SELECT (SELECT MIN(record_id) FROM dataset_37015.""monitoringsite"") AS record_id,
        
         listagg(split.predecessor, ', ') as ids,
        COUNT(*) AS numberofrecords
FROM dataset_37015.""monitoringsite"" m
JOIN split ON split.predecessor = m.thematicididentifier 
HAVING COUNT(*) > 0) X",TABLE,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,wiseEvolutionType,R231,R231,"wiseEvolutionType= 'reactivation' is not valid if thematicIdIdentifierScheme = 'eionetMonitoringSiteCode' and countryCode not in ('CH','LI','TR','AL','BA','ME','MK','RS','XK') ","wiseEvolutionType= 'reactivation' is not valid if thematicIdIdentifierScheme = 'eionetMonitoringSiteCode' and countryCode not in ('CH','LI','TR','AL','BA','ME','MK','RS','XK') [R231]","SELECT record_id, M.""wiseevolutiontype"" , M.""thematicididentifierscheme"", M.""thematicididentifier""
FROM dataset_37015.""monitoringsite"" M 
WHERE M.""wiseevolutiontype"" = 'reactivation' 
AND M.""thematicididentifierscheme"" = 'eionetMonitoringSiteCode' 
AND  ( '{%R3_COUNTRY_CODE%}' )
               NOT IN ('CH','LI','TR','AL','BA','ME','MK','RS','XK')

",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,thematicIdIdentifierScheme,R231,R231,"wiseEvolutionType= 'reactivation' is not valid if thematicIdIdentifierScheme = 'eionetMonitoringSiteCode' and countryCode not in ('CH','LI','TR','AL','BA','ME','MK','RS','XK') ","wiseEvolutionType= 'reactivation' is not valid if thematicIdIdentifierScheme = 'eionetMonitoringSiteCode' and countryCode not in ('CH','LI','TR','AL','BA','ME','MK','RS','XK') [R231]","SELECT record_id, M.""wiseevolutiontype"" , M.""thematicididentifierscheme"", M.""thematicididentifier""
FROM dataset_37015.""monitoringsite"" M 
WHERE M.""wiseevolutiontype"" = 'reactivation' 
AND M.""thematicididentifierscheme"" = 'eionetMonitoringSiteCode' 
AND  ( '{%R3_COUNTRY_CODE%}' )
               NOT IN ('CH','LI','TR','AL','BA','ME','MK','RS','XK')

",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,operationalActivityPeriodBegin,R207,R207,operationalActivityPeriodEnd must be greater than operationalActivityPeriodBegin. ,operationalActivityPeriodEnd must be greater than operationalActivityPeriodBegin. [R207],"WITH BothDates as (
    select  record_id,
            TO_DATE(
                operationalActivityPeriodBegin
                ,
                'YYYY-MM-DD',
                1
            ) as beginDate,
            TO_DATE(
                 operationalActivityPeriodEnd
                ,
                'YYYY-MM-DD',
                1
            ) as endDate
    from    dataset_37015.""monitoringsite""
    where   -- Avoids values not reported
            coalesce(operationalActivityPeriodBegin, '') <> ''
            and coalesce(operationalActivityPeriodEnd, '') <> ''
    )
select  record_id,
        beginDate,
        endDate
from    BothDates
where   beginDate IS NOT NULL
        and endDate IS NOT  NULL
        and endDate <= beginDate",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,operationalActivityPeriodEnd,R207,R207,operationalActivityPeriodEnd must be greater than operationalActivityPeriodBegin. ,operationalActivityPeriodEnd must be greater than operationalActivityPeriodBegin. [R207],"WITH BothDates as (
    select  record_id,
            TO_DATE(
                operationalActivityPeriodBegin
                ,
                'YYYY-MM-DD',
                1
            ) as beginDate,
            TO_DATE(
                 operationalActivityPeriodEnd
                ,
                'YYYY-MM-DD',
                1
            ) as endDate
    from    dataset_37015.""monitoringsite""
    where   -- Avoids values not reported
            coalesce(operationalActivityPeriodBegin, '') <> ''
            and coalesce(operationalActivityPeriodEnd, '') <> ''
    )
select  record_id,
        beginDate,
        endDate
from    BothDates
where   beginDate IS NOT NULL
        and endDate IS NOT  NULL
        and endDate <= beginDate",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,link,V273,V273,The length of the value must be <= 2048,The length of the value must be <= 2048 [V273],( LEN( link ) <= 2048 ),FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,supersededByIdentifierScheme,R232,R232,Reporting of supersededByIdentifierScheme & supersededByIdentifier is not allowed,Reporting of supersededByIdentifierScheme & supersededByIdentifier is not allowed [R232],"SELECT record_id, supersededbyidentifierscheme, supersededbyidentifier
FROM dataset_37015.""monitoringsite""
WHERE COALESCE(dataset_37015.""monitoringsite"".""supersededbyidentifier"") <> ''
OR COALESCE(dataset_37015.""monitoringsite"".""supersededbyidentifierscheme"") <> ''",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,supersededByIdentifier,R232,R232,Reporting of supersededByIdentifierScheme & supersededByIdentifier is not allowed,Reporting of supersededByIdentifierScheme & supersededByIdentifier is not allowed [R232],"SELECT record_id, supersededbyidentifierscheme, supersededbyidentifier
FROM dataset_37015.""monitoringsite""
WHERE COALESCE(dataset_37015.""monitoringsite"".""supersededbyidentifier"") <> ''
OR COALESCE(dataset_37015.""monitoringsite"".""supersededbyidentifierscheme"") <> ''",RECORD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,geometry_point,S203,S203,The geometry must not be empty or degenerate (e.g. zero-lenth line or zero-area polygon).,The geometry must not be empty or degenerate (e.g. zero-lenth line or zero-area polygon). [S203],"
WITH vMonitoring AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        CASE WHEN geometry_point = CAST ('' as VARBINARY) THEN NULL ELSE ""geometry_point"" END AS geometry_any
   from  dataset_37015.""monitoringsite""
),
 
vDimensionOriginal AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        geometry_any,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dim
    FROM vMonitoring 
    WHERE geometry_any <> ''
),
 
vReportedZone_MakeValidGeometry AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        ST_MakeValid(geometry_any) AS geometry_any,
        geometry_dim
    FROM vDimensionOriginal
    WHERE geometry_any IS NOT NULL
),
 
vDimensionMakeValid AS (
    SELECT
        record_id,
        ""thematicididentifier"",

        geometry_any,
        geometry_dim,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dimMakeValid
    FROM vReportedZone_MakeValidGeometry
    WHERE geometry_any <> ''
),
 
vReportedZone_IsValidGeometry AS (
    SELECT 
        record_id,
        geometry_any
    FROM vDimensionMakeValid
    WHERE ST_IsValid(geometry_any)
      AND NOT ST_IsEmpty(geometry_any)
      AND geometry_dimMakeValid = geometry_dim
)
 


select  record_id
from    vReportedZone_IsValidGeometry 
where   (
                -- It is not valid
            ST_IsValid(geometry_any) IS FALSE
            or
                -- It is not empty
            ST_IsEmpty(geometry_any) IS TRUE
            )",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,,S204,S204,Only one EPSG is allowed in the table,Only one EPSG is allowed in the table [S204],"
WITH vMonitoring AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        CASE WHEN geometry_point = CAST ('' as VARBINARY) THEN NULL ELSE ""geometry_point"" END AS geometry_any
   from  dataset_37015.""monitoringsite""
),
 
vDimensionOriginal AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        geometry_any,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dim
    FROM vMonitoring 
    WHERE geometry_any <> ''
),
 
vReportedZone_MakeValidGeometry AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        ST_MakeValid(geometry_any) AS geometry_any,
        geometry_dim
    FROM vDimensionOriginal
    WHERE geometry_any IS NOT NULL
),
 
vDimensionMakeValid AS (
    SELECT
        record_id,
        ""thematicididentifier"",

        geometry_any,
        geometry_dim,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dimMakeValid
    FROM vReportedZone_MakeValidGeometry
    WHERE geometry_any <> ''
),
 
vReportedZone_IsValidGeometry AS (
    SELECT 
        record_id,
        geometry_any
    FROM vDimensionMakeValid
    WHERE ST_IsValid(geometry_any)
      AND NOT ST_IsEmpty(geometry_any)
      AND geometry_dimMakeValid = geometry_dim
),
 
vSRIDs AS (
    SELECT
        record_id,
        ST_SRID(geometry_any) AS srid
    FROM vReportedZone_IsValidGeometry
)
 
SELECT 
    LISTAGG(DISTINCT srid, ',') AS srid_list,
    MIN(record_id) AS record_id
FROM vSRIDs
HAVING COUNT(DISTINCT srid) > 1",TABLE,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,geometry_point,S206,S206,"The coordinate reference system (CRS) is not valid. (It must be one of the following:ETRS89-GRS80 (urn:ogc:def:crs:EPSG::4258),ETRS89-LAEA","The coordinate reference system (CRS) is not valid. (It must be one of the following:ETRS89-GRS80 (urn:ogc:def:crs:EPSG::4258),ETRS89-LAEA","WITH vMonitoring AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        CASE WHEN geometry_point = CAST ('' as VARBINARY) THEN NULL ELSE ""geometry_point"" END AS geometry_any
   from  dataset_37015.""monitoringsite""
),
 
vDimensionOriginal AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        geometry_any,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dim
    FROM vMonitoring 
    WHERE geometry_any <> ''
),
 
vReportedZone_MakeValidGeometry AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        ST_MakeValid(geometry_any) AS geometry_any,
        geometry_dim
    FROM vDimensionOriginal
    WHERE geometry_any IS NOT NULL
),
 
vDimensionMakeValid AS (
    SELECT
        record_id,
        ""thematicididentifier"",

        geometry_any,
        geometry_dim,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dimMakeValid
    FROM vReportedZone_MakeValidGeometry
    WHERE geometry_any <> ''
),
 
vReportedZone_IsValidGeometry AS (
    SELECT 
        record_id,
        geometry_any
    FROM vDimensionMakeValid
    WHERE ST_IsValid(geometry_any)
      AND NOT ST_IsEmpty(geometry_any)
      AND geometry_dimMakeValid = geometry_dim
)
 
SELECT record_id
FROM vReportedZone_IsValidGeometry 
WHERE ST_SRID(geometry_any) not in ('4326', '4258', '3035')

",FIELD,BLOCKER,FALSE,TRUE,TRUE
MonitoringSite,geometry_point,S205,S205,"The geometry must not have anomalous geometric points, such as self-intersections","The geometry must not have anomalous geometric points, such as self-intersections [S205]","WITH vMonitoring AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        CASE WHEN geometry_point = CAST ('' as VARBINARY) THEN NULL ELSE ""geometry_point"" END AS geometry_any
   from  dataset_37015.""monitoringsite""
),
 
vDimensionOriginal AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        geometry_any,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dim
    FROM vMonitoring 
    WHERE geometry_any <> ''
),
 
vReportedZone_MakeValidGeometry AS (
    SELECT 
        record_id,
        ""thematicididentifier"",

        ST_MakeValid(geometry_any) AS geometry_any,
        geometry_dim
    FROM vDimensionOriginal
    WHERE geometry_any IS NOT NULL
),
 
vDimensionMakeValid AS (
    SELECT
        record_id,
        ""thematicididentifier"",

        geometry_any,
        geometry_dim,
        CASE
            WHEN ST_Area(geometry_any) > 0 THEN 2
            WHEN ST_Length(geometry_any) > 0 AND ST_Area(geometry_any) = 0 THEN 1
            WHEN ST_Length(geometry_any) = 0 THEN 0
            ELSE -1
        END AS geometry_dimMakeValid
    FROM vReportedZone_MakeValidGeometry
    WHERE geometry_any <> ''
),
 
vReportedZone_IsValidGeometry AS (
    SELECT 
        record_id,
        geometry_any
    FROM vDimensionMakeValid
    WHERE ST_IsValid(geometry_any)
      AND NOT ST_IsEmpty(geometry_any)
      AND geometry_dimMakeValid = geometry_dim
)
 
Select record_id
From vReportedZone_IsValidGeometry 
Where ST_IsSimple(geometry_any) = false

",FIELD,ERROR,FALSE,TRUE,TRUE
MonitoringSite,nameTextInternational,V202,V202,Checks if the field is missing or empty,The value must not be missing or empty [V202],,FIELD,BLOCKER,TRUE,TRUE,TRUE
MonitoringSite,featureOfInterestIdentifier,RF200_WFD,RF200_WFD,The monitoring site has a feature of interest (waterbody) that does not exist in the register,The monitoring site has a feature of interest (waterbody) that does not exist in the register [RF200_WFD],"SELECT
       MS.featureofinterestidentifier
       ,record_id
FROM
       dataset_37015.""monitoringsite"" MS
WHERE
       COALESCE(MS.""featureofinterestidentifier"", '') <> ''
       AND NOT EXISTS
       (
              SELECT
                     1
              FROM
                     dataset_37016.""relatedzonewfd"" B
              WHERE
B.""thematicididentifier"" = MS.""featureofinterestidentifier""
AND b.""thematicididentifierscheme"" = MS.""featureofinterestidentifierscheme""
       )
             -- This QC is for countries reporting under WFD only
            and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )",FIELD,BLOCKER,FALSE,TRUE,TRUE
