Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Severity Level,Creation Mode,Status,Valid
MonitoringProgrammes,,TU401,TU401,Checks if euRBDCode is unique within table,The field euRBDCode must be unique within table [TU401],,TABLE,BLOCKER,TRUE,TRUE,TRUE
MonitoringProgrammes,euRBDCode,V431,V431,Checks if the field is missing or empty,The value must not be missing or empty [V431],,FIELD,BLOCKER,TRUE,TRUE,TRUE
MonitoringProgrammes,useWaterbaseForMonitoringData,V432,V432,Checks if the field is missing or empty,The value must not be missing or empty [V432],,FIELD,BLOCKER,TRUE,TRUE,TRUE
MonitoringProgrammes,useWaterbaseForMonitoringData,V424,V424,Checks if the record based on criteria is valid LINK,The value is not a valid member of the referenced list. [V424],,FIELD,BLOCKER,TRUE,TRUE,TRUE
MonitoringProgrammes,,T401,T401,The MonitoringProgrammes table must have one record for each of the river basin districts being reported (i.e. where dcMetadata.includesMonitoringData = 'yes').,The MonitoringProgrammes table must have one record for each of the river basin districts being reported (i.e. where dcMetadata.includesMonitoringData = 'yes'). Values: {%identifiers%} . Number of invalid values: {%numberofrecords%}  [T401],"SELECT X.record_id
    ,CASE 
        WHEN LENGTH(X.ids) > 4000
            THEN CONCAT (
                    LEFT(X.ids, CASE 
                            WHEN POSITION(',' IN REVERSE(LEFT(X.ids, 3997))) > 0
                                THEN 3997 - POSITION(',' IN REVERSE(LEFT(X.ids, 3997)))
                            ELSE 3997
                            END)
                    ,'...'
                    )
        ELSE X.ids
        END AS identifiers
    ,X.numberofrecords
FROM (
    SELECT MIN(record_id) AS record_id
        ,listagg(dc.euRBDCode, ', ') AS ids
        ,COUNT(*) AS numberofrecords
    FROM dataset_37014.""dcmetadata"" DC
    WHERE DC.""includesmonitoringdata"" = 'yes'
        AND NOT EXISTS (
            SELECT 1
            FROM dataset_44489.""monitoringprogrammes"" mp
            WHERE mp.""euRBDCode"" = dc.""euRBDCode""
            )
    HAVING COUNT(*) > 0
    ) X",TABLE,BLOCKER,FALSE,TRUE,TRUE
Monitoring,lastMonitored,V430,V430,lastMonitored must be a year <= 2027 or 9999 (only when the parameter has never been monitored before but will be monitored during the 4th cycle). Any other value is invalid.,lastMonitored must be a year <= 2027 or 9999 (only when the parameter has never been monitored before but will be monitored during the 4th cycle). Any other value is invalid.[V430],"SELECT record_id, M.""lastmonitored""
FROM dataset_44489.""monitoring"" M 
WHERE M.""lastmonitored"" > '2028' AND M.""lastmonitored"" <> '9999'",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalMatrix,R400_WFD,R400_WFD,The chemicalMatrix value must be reported if and only if chemical monitoring occurs.,The chemicalMatrix value must be reported if and only if chemical monitoring occurs. [R400_WFD],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WFD'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
),
-- =========================================================
-- 4. SWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euSurfaceWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euSurfaceWaterBodyCode)
-- =========================================================
swb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
swb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_swb_sites AS (
	SELECT euMonitoringSiteCode FROM swb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM swb_sites_ref
),
-- =========================================================
-- 5. Tag each monitoring record with its water body type.
--    GWB takes precedence if a site appears in both.
-- =========================================================
monitoring_with_bodytype AS (
	SELECT
		M.record_id
		,M.""eumonitoringsitecode""
		,M.""parametercode""
		,M.""chemicalmatrix""
		,CASE WHEN gwb.euMonitoringSiteCode IS NOT NULL THEN 'GWB' ELSE 'SWB' END AS bodytype
	FROM dataset_44489.""monitoring"" M
	LEFT JOIN all_gwb_sites gwb ON gwb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	LEFT JOIN all_swb_sites swb ON swb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	WHERE gwb.euMonitoringSiteCode IS NOT NULL
		OR swb.euMonitoringSiteCode IS NOT NULL
)
-- =========================================================
-- RESULT: chemicalMatrix reported if and only if chemical
-- monitoring occurs, per GWB/SWB body type. [R400_WFD]
-- =========================================================
SELECT
	MB.record_id
	,MB.""chemicalmatrix""
	,MB.""parametercode""
	,MB.bodytype
	,mb.""eumonitoringsitecode""
	,PC.""isGroundWaterPollutant""
	,PC.""isSurfaceWaterPollutant""
FROM monitoring_with_bodytype MB
JOIN dataset_44488.""parametercode"" PC ON PC.""notation"" = MB.""parametercode""
CROSS JOIN country_check
WHERE (
		-- chemicalMatrix missing but parameter IS chemical for this body type
		COALESCE(MB.""chemicalmatrix"", '') = ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '1')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '1')
			)
		)
	OR (
		-- chemicalMatrix reported but parameter is NOT chemical for this body type
		COALESCE(MB.""chemicalmatrix"", '') <> ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '0')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '0')
			)
		)",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalPurpose,R401_WFD,R401_WFD,The chemicalPurpose value must be reported if and only if chemical monitoring occurs.,The chemicalPurpose value must be reported if and only if chemical monitoring occurs. [R401_WFD],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WFD'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
),
-- =========================================================
-- 4. SWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euSurfaceWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euSurfaceWaterBodyCode)
-- =========================================================
swb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
swb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euSurfaceWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_swb_sites AS (
	SELECT euMonitoringSiteCode FROM swb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM swb_sites_ref
),
-- =========================================================
-- 5. Tag each monitoring record with its water body type.
--    GWB takes precedence if a site appears in both.
-- =========================================================
monitoring_with_bodytype AS (
	SELECT
		M.record_id
		,M.""eumonitoringsitecode""
		,M.""parametercode""
		,M.""chemicalpurpose""
		,CASE WHEN gwb.euMonitoringSiteCode IS NOT NULL THEN 'GWB' ELSE 'SWB' END AS bodytype
	FROM dataset_44489.""monitoring"" M
	LEFT JOIN all_gwb_sites gwb ON gwb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	LEFT JOIN all_swb_sites swb ON swb.euMonitoringSiteCode = M.""eumonitoringsitecode""
	WHERE gwb.euMonitoringSiteCode IS NOT NULL
		OR swb.euMonitoringSiteCode IS NOT NULL
)
-- =========================================================
-- RESULT: chemicalPurpose reported if and only if chemical
-- monitoring occurs, per GWB/SWB body type. [R401_WFD]
-- =========================================================
SELECT
	MB.record_id
	,MB.""chemicalpurpose""
	,MB.""parametercode""
	,MB.bodytype
	,MB.""eumonitoringsitecode""
FROM monitoring_with_bodytype MB
JOIN dataset_44488.""parametercode"" PC ON PC.""notation"" = MB.""parametercode""
CROSS JOIN country_check
WHERE (
		-- chemicalPurpose missing but parameter IS chemical for this body type
		COALESCE(MB.""chemicalpurpose"", '') = ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '1')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '1')
			)
		)
	OR (
		-- chemicalPurpose reported but parameter is NOT chemical for this body type
		COALESCE(MB.""chemicalpurpose"", '') <> ''
		AND (
			(MB.bodytype = 'GWB' AND PC.""isGroundWaterPollutant"" = '0')
			OR (MB.bodytype = 'SWB' AND PC.""isSurfaceWaterPollutant"" = '0')
			)
		)",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode,R403_WFD,R403_WFD,Seven physico-chemical parameters applicable to surface water are NOT valid in groundwater monitoring sites.,"Seven physico-chemical parameters applicable to surface water are NOT valid in groundwater monitoring sites. List includes: EEA_3133-07-1 (Oxidisability), EEA_3133-02-6 (BOD7), EEA_3111-01-1 (Secchi depth), EEA_3161-04-4 (Particulate organic nitrogen), EEA_3164-08-7 (Nitrate to orthophosphate ratio), EEA_3164-07-6 (Total N to total P ratio), EEA_3164-01-0 (Chlorophyll a). [R403_WFD]","WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WFD'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. Groundwater monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MS.""featureofinterestidentifier""
		AND rz.""thematicididentifierscheme"" = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		AND rz.""thematicididentifierscheme"" = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
)
-- =========================================================
-- RESULT: Monitoring records using surface-water-only
-- physico-chemical parameters at groundwater sites. [R403_WFD]
-- =========================================================
SELECT record_id, M.""parametercode"" ,  M.""eumonitoringsitecode""
FROM dataset_44489.""monitoring"" M
JOIN all_gwb_sites gs ON gs.euMonitoringSiteCode = M.""eumonitoringsitecode""
CROSS JOIN country_check
WHERE M.""parametercode"" IN (
	'EEA_3133-07-1' -- Oxidisability
	,'EEA_3133-02-6' -- BOD7
	,'EEA_3111-01-1' -- Secchi depth
	,'EEA_3161-04-4' -- Particulate organic nitrogen
	,'EEA_3164-08-7' -- Nitrate to orthophosphate ratio
	,'EEA_3164-07-6' -- Total N to total P ratio
	,'EEA_3164-01-0' -- Chlorophyll a
	)",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,chemicalMatrix,R402_WFD,R402_WFD,"For groundwater sites with chemical monitoring, the only valid value for chemicalMatrix is 'water'. ","For groundwater sites with chemical monitoring, the only valid value for chemicalMatrix is 'water'. [R402_WFD]","WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WFD'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
)
-- =========================================================
-- RESULT: For GWB sites with chemical monitoring, chemicalMatrix
-- must be 'water'. Flags chemical-monitoring records at GWB
-- sites where chemicalMatrix is missing or not 'water'. [R402_WFD]
-- =========================================================
SELECT
	M.record_id
	,M.""chemicalmatrix""
	,M.""parametercode""
FROM dataset_44489.""monitoring"" M
JOIN all_gwb_sites gs ON gs.euMonitoringSiteCode = M.""eumonitoringsitecode""
JOIN dataset_44488.""parametercode"" PC ON PC.""notation"" = M.""parametercode""
CROSS JOIN country_check
WHERE PC.""isGroundWaterPollutant"" = '1'
	AND COALESCE(M.""chemicalmatrix"", '') <> 'water'",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode,R404_WFD,R404_WFD,The option parameterCode LIKE 'EEA_00-01-1%' (Quantitative monitoring) is only valid for monitoring sites in groundwater bodies.,The option parameterCode LIKE 'EEA_00-01-1%' (Quantitative monitoring) is only valid for monitoring sites in groundwater bodies. [R404_WFD],"WITH
-- =========================================================
-- 1. Country check computed ONCE.
-- =========================================================
country_check AS (
	SELECT 1 AS is_wfd
	FROM dataset_37016.""country"" C
	WHERE C.countryCode = '{%R3_COUNTRY_CODE%}'
		AND C.reportingType = 'WFD'
),
-- =========================================================
-- 2. Spatial flag computed ONCE from dcmetadata.
-- =========================================================
spatial_flag AS (
	SELECT MAX(CASE WHEN includesspatialdata = 'yes' THEN 1 ELSE 0 END) AS includes_spatial
	FROM dataset_37014.""dcmetadata""
),
-- =========================================================
-- 3. GWB monitoring sites via two reporting paths
--    gated by spatial_flag:
--    Path A (includes_spatial = 1): monitoringsite →
--            relatedzonewfd (euGroundWaterBodyCode)
--    Path B (includes_spatial = 0): monitoringsitewfd →
--            relatedzonewfd (euGroundWaterBodyCode)
-- =========================================================
gwb_sites_spatial AS (
	SELECT DISTINCT MS.""thematicididentifier"" AS euMonitoringSiteCode
	FROM dataset_37015.""monitoringsite"" MS
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MS.""featureofinterestidentifier""
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE rz.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 1
),
gwb_sites_ref AS (
	SELECT DISTINCT MR.thematicIdIdentifier AS euMonitoringSiteCode
	FROM dataset_37016.""monitoringsitewfd"" MR
	JOIN dataset_37016.""relatedzonewfd"" rz ON rz.thematicIdIdentifier = MR.relatedzoneidentifier
		AND rz.thematicIdIdentifierScheme = 'euGroundWaterBodyCode'
	CROSS JOIN spatial_flag sf
	WHERE MR.countrycode = '{%R3_COUNTRY_CODE%}'
		AND rz.statusCode IN ('valid', 'stable')
		AND sf.includes_spatial = 0
),
all_gwb_sites AS (
	SELECT euMonitoringSiteCode FROM gwb_sites_spatial
	UNION ALL
	SELECT euMonitoringSiteCode FROM gwb_sites_ref
)
-- =========================================================
-- RESULT: parameterCode LIKE 'EEA_00-01-1%' (Quantitative
-- monitoring) is only valid for GWB sites. Flags records
-- using this parameter at sites NOT in a groundwater
-- body. [R404_WFD]
-- =========================================================
SELECT
	M.record_id
	,M.""eumonitoringsitecode""
	,M.""parametercode""
FROM dataset_44489.""monitoring"" M
LEFT JOIN all_gwb_sites gs ON gs.euMonitoringSiteCode = M.""eumonitoringsitecode""
CROSS JOIN country_check
WHERE M.""parametercode"" ='EEA_00-01-1'
	AND gs.euMonitoringSiteCode IS NULL",RECORD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,euMonitoringSiteCode,RF406_WFD,RF406_WFD,The value euMonitoringSiteCode must exist in reference dataset with wiseevolutiontype != 'deletion',The value euMonitoringSiteCode must exist in reference dataset with wiseevolutiontype != 'deletion' [RF406_WFD],"-- ============================================================
-- QC: Monitoring sites present in the reference dataset (monitoringsitewfd)
-- ------------------------------------------------------------
-- Rule: Every monitoring site reported in the Monitoring table must exist
--       in the reference dataset (monitoringsitewfd) with a non-deletion
--       evolution type when no spatial data has been submitted.
-- Flags: Monitoring sites not found in monitoringsitewfd (excluding deletions).
-- Only applies when spatial data has NOT been submitted.
-- ============================================================

-- Only active when no spatial data has been submitted.

SELECT
    M.record_id,
    M.""eumonitoringsitecode""
FROM dataset_44489.""monitoring"" M
WHERE NOT EXISTS (
        SELECT 1
        FROM dataset_37014.""dcmetadata"" DC
        WHERE DC.""includesspatialdata"" = 'yes'
    )
  AND NOT EXISTS (
        SELECT 1
        FROM dataset_37016.""monitoringsitewfd"" MR
        WHERE MR.""thematicididentifier"" = M.""eumonitoringsitecode""
          AND MR.""wiseevolutiontype""   <> 'deletion'
    )
  -- Guard: only execute this QC for WFD-reporting countries.
  AND EXISTS (
        SELECT 1
        FROM dataset_37016.""country""
        WHERE countryCode   = '{%R3_COUNTRY_CODE%}'
          AND reportingType = 'WFD'
    )",FIELD,BLOCKER,FALSE,TRUE,TRUE
Monitoring,parameterCode,XC404_WFD,XC404_WFD,"parameterCode LIKE 'QE1-%' (Biological quality elements) is only valid in rivers, lakes, transitional and coastal water bodies.","parameterCode LIKE 'QE1-%' (Biological quality elements) is only valid in rivers, lakes, transitional and coastal water bodies. [XC404_WFD]","SELECT record_id,  M.""eumonitoringsitecode"", M.""parametercode""
FROM dataset_44489.""monitoring"" M
WHERE M.""parametercode"" LIKE 'QE1%'
AND ( EXISTS (--check relatedzone against spatial data if ""includesspatialdata"" = 'yes'
		SELECT 1
		FROM dataset_37015.""monitoringsite"" MS
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = ms.""featureofinterestidentifier""
		WHERE MS.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'yes'
				)
			AND rz.""specialisedZoneType"" NOT IN  ('riverWaterBody', 'coastalWaterBody', 'lakeWaterBody', 'transitionalWaterBody'
		) )
	OR EXISTS (--check relatedzone against reference data if ""includesspatialdata"" = 'no'
		SELECT 1
		FROM dataset_37016.""monitoringsitewfd"" MR
		JOIN dataset_37016.""relatedzonewfd"" rz ON rz.""thematicididentifier"" = MR.""relatedzoneidentifier""
		WHERE Mr.""thematicididentifier"" = M.""eumonitoringsitecode""
			AND EXISTS (
				SELECT 1
				FROM dataset_37014.""dcmetadata"" dc
				WHERE dc.""eurbdcode"" = rz.""relatedzoneidentifier""
					AND dc.""includesspatialdata"" = 'no'
				)
			AND rz.""specialisedZoneType"" NOT IN  ('riverWaterBody', 'coastalWaterBody', 'lakeWaterBody', 'transitionalWaterBody'
		)
	)
)    and exists (
                select  0
                from    dataset_37016.""country"" C
                where   countryCode = '{%R3_COUNTRY_CODE%}'
                        and reportingType = 'WFD'
                )",RECORD,BLOCKER,FALSE,TRUE,TRUE
